service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
15240_20251214,1,1,1,1,1,1,1,20251214,20260725
15240_20260726,1,1,1,1,1,1,1,20260726,20261212
15241_20251214,1,1,1,1,1,1,1,20251214,20261212
15242_20260625,1,1,1,1,1,0,0,20260625,20261212
15243_20251214,1,1,1,1,1,1,1,20251214,20261212
15244_20251214,1,1,1,1,1,1,1,20251214,20261212
15245_20251225,1,1,1,1,1,1,1,20251225,20261212
15246_20251225,1,1,1,1,1,1,1,20251225,20261212
15247_20251225,1,1,1,1,1,1,1,20251225,20261212
15248_20251225,1,1,1,1,1,1,1,20251225,20261212
15249_20260625,1,1,1,1,1,0,0,20260625,20261212
15250_20260625,0,0,0,0,0,1,1,20260625,20260724
15250_20260725,0,0,0,0,0,1,1,20260725,20260905
15250_20260906,1,1,0,0,0,1,1,20260906,20261212
15251_20260101,1,1,1,1,1,1,1,20260101,20261212
15252_20260625,1,1,1,1,1,0,0,20260625,20261212
15254_20260101,1,1,1,1,1,1,1,20260101,20261212
15270_20260102,1,1,1,1,1,1,1,20260102,20261212
15271_20260625,1,1,1,1,1,0,0,20260625,20261212
15272_20260101,1,1,1,1,1,1,1,20260101,20261212
15273_20260102,1,1,1,1,1,1,1,20260102,20261212
15275_20260125,1,1,1,1,1,1,1,20260125,20261212
15400_20260102,1,1,1,1,1,1,1,20260102,20260724
15400_20260725,1,1,1,1,1,1,1,20260725,20260905
15400_20260906,1,1,1,1,1,1,1,20260906,20261212
15401_20260625,1,1,1,1,1,0,0,20260625,20261212
15402_20260102,1,1,1,1,1,1,1,20260102,20261212
15403_20260625,1,1,1,1,1,0,0,20260625,20261212
15404_20260625,1,1,1,1,1,0,0,20260625,20261212
15405_20260625,1,1,1,1,1,0,0,20260625,20261212
15406_20251226,1,1,1,1,1,1,1,20251226,20261212
15407_20260625,1,1,1,1,1,0,0,20260625,20261212
15408_20260625,1,1,1,1,1,0,0,20260625,20261212
15409_20260625,1,1,1,1,1,0,0,20260625,20261212
15410_20260625,1,1,1,1,1,0,0,20260625,20261212
15411_20260625,1,1,1,1,1,0,0,20260625,20261212
15412_20260625,1,1,1,1,1,0,0,20260625,20261212
15413_20260625,1,1,1,1,1,0,0,20260625,20261212
15414_20260625,1,1,1,1,1,0,0,20260625,20261212
15415_20260625,1,1,1,1,1,0,0,20260625,20261212
15416_20260625,1,1,1,1,1,0,0,20260625,20261212
15417_20260625,1,1,1,1,1,0,0,20260625,20261212
15418_20260625,1,1,1,1,1,0,0,20260625,20261212
15419_20260625,1,1,1,1,1,0,0,20260625,20261212
15420_20260625,1,1,1,1,1,0,0,20260625,20261212
15421_20260625,1,1,1,1,1,0,0,20260625,20261212
15422_20260625,1,1,1,1,1,0,0,20260625,20261212
15423_20251214,1,1,1,1,1,1,1,20251214,20260725
15423_20260726,1,1,1,1,1,1,1,20260726,20261212
15424_20260625,1,1,1,1,1,0,0,20260625,20261212
15425_20260625,1,1,1,1,1,0,0,20260625,20261212
15426_20251225,1,1,1,1,1,1,1,20251225,20260725
15426_20260726,1,1,1,1,1,1,1,20260726,20261212
15427_20260625,1,1,1,1,1,0,0,20260625,20261212
15428_20260625,1,1,1,1,1,0,0,20260625,20261212
15429_20251214,1,1,1,1,1,1,1,20251214,20261212
15431_20260625,1,1,1,1,1,0,0,20260625,20261212
15433_20260625,1,1,1,1,1,0,0,20260625,20261212
15500_20251226,1,1,1,1,1,1,1,20251226,20261212
15501_20260621,1,1,1,1,1,1,1,20260621,20261212
15502_20260625,1,1,1,1,1,0,0,20260625,20261212
15503_20260402,1,1,1,1,1,1,1,20260402,20261212
15504_20260625,1,1,1,1,1,0,0,20260625,20261212
15505_20260625,1,1,1,1,1,1,0,20260625,20261212
15506_20260625,1,1,1,1,1,1,0,20260625,20261212
15507_20260625,1,1,1,1,1,0,0,20260625,20261212
15508_20260625,1,1,1,1,1,0,0,20260625,20261212
15509_20260625,1,1,0,0,0,1,1,20260625,20261212
15510_20251226,1,1,1,1,1,1,1,20251226,20261212
15511_20260625,1,1,1,1,1,0,0,20260625,20261212
15512_20260625,1,1,1,1,1,0,0,20260625,20261212
15513_20260625,1,1,0,0,0,1,1,20260625,20261212
15514_20260402,1,1,1,1,1,1,1,20260402,20261212
15515_20251214,1,1,1,1,1,1,1,20251214,20261212
15516_20260625,1,1,0,0,0,1,1,20260625,20261212
15517_20260625,1,1,1,1,1,0,0,20260625,20261212
15518_20260625,1,1,1,1,1,0,0,20260625,20261212
15519_20260625,1,1,0,0,0,1,1,20260625,20261212
15520_20260402,1,1,1,1,1,1,1,20260402,20261212
15521_20260402,1,1,1,1,1,1,1,20260402,20261212
15522_20260625,1,1,0,0,0,1,1,20260625,20261212
15523_20260625,1,1,1,1,1,0,0,20260625,20261212
15524_20260625,1,1,1,1,1,0,0,20260625,20261212
15525_20260625,1,1,0,0,0,1,1,20260625,20261212
15526_20260402,1,1,1,1,1,1,1,20260402,20261212
15527_20251214,1,1,1,1,1,1,1,20251214,20261212
15528_20260625,1,1,0,0,0,1,1,20260625,20261212
15529_20260625,1,1,1,1,1,0,0,20260625,20261212
15530_20260625,1,1,1,1,1,0,0,20260625,20261212
15531_20260625,1,1,0,0,0,1,1,20260625,20261212
15532_20260402,1,1,1,1,1,1,1,20260402,20261212
15533_20260419,1,1,1,1,1,1,1,20260419,20261212
15534_20260625,1,1,0,0,0,1,1,20260625,20261212
15535_20260625,1,1,1,1,1,0,0,20260625,20261212
15536_20260625,1,1,1,1,1,0,0,20260625,20261212
15537_20260625,1,1,0,0,0,1,1,20260625,20261212
15538_20251214,1,1,1,1,1,1,1,20251214,20261212
15539_20251214,1,1,1,1,1,1,1,20251214,20261212
15540_20260625,1,1,0,0,0,1,1,20260625,20261212
15541_20260625,1,1,1,1,1,0,0,20260625,20261212
15542_20260625,1,1,1,1,1,0,0,20260625,20261212
15543_20260402,1,1,1,1,1,1,1,20260402,20261212
15544_20260402,1,1,1,1,1,1,1,20260402,20261212
15545_20260625,1,1,1,1,1,0,0,20260625,20261212
15546_20251225,1,1,1,1,1,1,1,20251225,20261212
15547_20260625,1,1,0,0,0,1,1,20260625,20261212
15548_20260402,1,1,1,1,1,1,1,20260402,20261212
15549_20251225,1,1,1,1,1,1,1,20251225,20261212
15550_20251225,1,1,1,1,1,1,1,20251225,20261212
15551_20251225,1,1,1,1,1,1,1,20251225,20261212
15552_20251225,1,1,1,1,1,1,1,20251225,20260724
15552_20260725,1,1,1,1,1,1,1,20260725,20260905
15552_20260906,1,1,1,1,1,1,1,20260906,20261212
15553_20260620,1,1,1,1,1,1,1,20260620,20261212
15601_20260713,1,1,1,1,1,1,1,20260713,20261212
15605_20260706,1,1,0,0,0,1,1,20260706,20261212
15607_20260625,1,1,1,1,1,0,0,20260625,20261212
15609_20260706,1,1,1,1,1,1,1,20260706,20260725
15609_20260726,1,1,1,1,1,1,1,20260726,20261212
15611_20260625,1,1,1,1,1,1,0,20260625,20261212
15613_20251214,1,1,1,1,1,1,1,20251214,20261212
15615_20260625,1,1,1,1,1,0,0,20260625,20261212
15617_20251214,1,1,1,1,1,1,1,20251214,20261212
15621_20251214,1,1,1,1,1,1,1,20251214,20261212
15623_20251214,1,1,1,1,1,1,1,20251214,20261212
15625_20251214,1,1,1,1,1,1,1,20251214,20261212
15627_20260625,1,1,1,1,1,0,0,20260625,20261212
15629_20251214,1,1,1,1,1,1,1,20251214,20261212
15631_20260625,1,1,1,1,1,0,0,20260625,20261212
15633_20251214,1,1,1,1,1,1,1,20251214,20261212
15635_20251214,1,1,1,1,1,1,1,20251214,20261212
15637_20251214,1,1,1,1,1,1,1,20251214,20261212
15639_20260625,1,1,1,1,1,0,0,20260625,20261212
15641_20251214,1,1,1,1,1,1,1,20251214,20261212
15643_20260625,1,1,1,1,1,0,0,20260625,20261212
15645_20251225,1,1,1,1,1,1,1,20251225,20261212
15647_20260625,1,1,1,1,1,0,0,20260625,20261212
15649_20251214,1,1,1,1,1,1,1,20251214,20261212
15651_20260625,1,1,1,1,1,0,0,20260625,20261212
15653_20251225,1,1,1,1,1,1,1,20251225,20261212
15655_20260712,1,1,1,1,1,1,1,20260712,20261212
15657_20260712,1,1,1,1,1,1,1,20260712,20261212
15659_20260712,1,1,1,1,1,1,1,20260712,20261212
15700_20260713,0,0,0,0,0,0,1,20260713,20261212
15703_20260718,1,0,0,0,0,0,0,20260718,20260720
15703_20260721,0,1,1,1,1,0,0,20260721,20260724
15703_20260725,1,1,1,1,1,0,0,20260725,20261212
15705_20260713,1,1,0,0,0,1,1,20260713,20261212
15707_20260625,1,1,1,1,1,0,0,20260625,20260725
15707_20260726,1,1,1,1,1,0,0,20260726,20261212
15708_20260625,1,1,1,1,1,0,0,20260625,20261212
15711_20260706,1,1,1,1,1,1,1,20260706,20261212
15712_20260625,1,1,1,1,1,0,0,20260625,20261212
15715_20260706,1,1,1,1,1,1,1,20260706,20261212
15716_20260625,1,1,1,1,1,1,0,20260625,20261212
15719_20251214,1,1,1,1,1,1,1,20251214,20261212
15720_20260625,1,1,1,1,1,0,0,20260625,20261212
15723_20251214,1,1,1,1,1,1,1,20251214,20261212
15725_20251214,1,1,1,1,1,1,1,20251214,20261212
15727_20251214,1,1,1,1,1,1,1,20251214,20261212
15728_20260625,1,1,1,1,1,0,0,20260625,20261212
15731_20251214,1,1,1,1,1,1,1,20251214,20261212
15732_20260625,1,1,1,1,1,0,0,20260625,20261212
15735_20251214,1,1,1,1,1,1,1,20251214,20261212
15737_20251214,1,1,1,1,1,1,1,20251214,20261212
15739_20251214,1,1,1,1,1,1,1,20251214,20261212
15740_20260625,1,1,1,1,1,0,0,20260625,20261212
15743_20251214,1,1,1,1,1,1,1,20251214,20261212
15744_20260625,1,1,1,1,1,0,0,20260625,20261212
15747_20251214,1,1,1,1,1,1,1,20251214,20261212
15748_20260625,1,1,1,1,1,0,0,20260625,20261212
15750_20260625,1,1,1,1,1,0,0,20260625,20261212
15752_20260625,1,1,1,1,1,0,0,20260625,20261212
15755_20251214,1,1,1,1,1,1,1,20251214,20261212
15757_20251225,1,1,1,1,1,1,1,20251225,20261212
15759_20260712,1,1,1,1,1,1,1,20260712,20261212
15761_20260712,1,1,1,1,1,1,1,20260712,20261212
15763_20260712,1,1,1,1,1,1,1,20260712,20261212
15765_20260625,1,1,0,0,0,1,1,20260625,20261212
15841_20260625,1,1,1,1,1,0,0,20260625,20261212
15845_20260625,1,1,1,1,1,0,0,20260625,20261212
15851_20260625,1,1,1,1,1,0,0,20260625,20261212
15852_20260706,1,1,1,1,1,1,1,20260706,20261212
15855_20260625,1,1,1,1,1,0,0,20260625,20261212
15900_20260706,1,1,1,1,1,1,1,20260706,20261212
15901_20260625,1,1,1,1,1,0,0,20260625,20261212
15902_20260625,1,1,1,1,1,0,0,20260625,20261212
15903_20260625,1,1,0,0,0,1,1,20260625,20261212
15904_20251214,1,1,1,1,1,1,1,20251214,20261212
15905_20260625,1,1,1,1,1,0,0,20260625,20261212
15906_20260625,1,1,1,1,1,0,0,20260625,20261212
15907_20260706,1,1,1,1,1,1,1,20260706,20261212
15908_20251214,1,1,1,1,1,1,1,20251214,20261212
15909_20260625,1,1,1,1,1,0,0,20260625,20261212
15910_20260625,1,1,1,1,1,0,0,20260625,20261212
15911_20260706,1,1,1,1,1,1,1,20260706,20261212
15912_20251214,1,1,1,1,1,1,1,20251214,20261212
15913_20260625,1,1,1,1,1,0,0,20260625,20261212
15914_20260625,1,1,1,1,1,0,0,20260625,20261212
15915_20251226,1,1,1,1,1,1,1,20251226,20261212
15916_20251214,1,1,1,1,1,1,1,20251214,20261212
15917_20260625,1,1,1,1,1,0,0,20260625,20261212
15918_20260625,1,1,1,1,1,0,0,20260625,20261212
15919_20251214,1,1,1,1,1,1,1,20251214,20261212
15920_20251214,1,1,1,1,1,1,1,20251214,20261212
15921_20260625,1,1,1,1,1,0,0,20260625,20261212
15922_20260625,1,1,1,1,1,0,0,20260625,20261212
15923_20251214,1,1,1,1,1,1,1,20251214,20261212
15924_20251214,1,1,1,1,1,1,1,20251214,20261212
15925_20260625,1,1,1,1,1,0,0,20260625,20261212
15926_20260625,1,1,1,1,1,0,0,20260625,20261212
15927_20251214,1,1,1,1,1,1,1,20251214,20261212
15928_20251214,1,1,1,1,1,1,1,20251214,20261212
15929_20260625,1,1,1,1,1,0,0,20260625,20261212
15930_20260625,1,1,1,1,1,0,0,20260625,20261212
15931_20251214,1,1,1,1,1,1,1,20251214,20261212
15932_20251214,1,1,1,1,1,1,1,20251214,20261212
15933_20260625,1,1,1,1,1,0,0,20260625,20261212
15934_20260625,1,1,1,1,1,0,0,20260625,20261212
15935_20251214,1,1,1,1,1,1,1,20251214,20261212
15936_20251214,1,1,1,1,1,1,1,20251214,20261212
15937_20260625,1,1,1,1,1,0,0,20260625,20261212
15938_20260625,1,1,1,1,1,0,0,20260625,20261212
15939_20251214,1,1,1,1,1,1,1,20251214,20261212
15940_20251214,1,1,1,1,1,1,1,20251214,20261212
15941_20260625,1,1,1,1,1,0,0,20260625,20261212
15942_20260625,1,1,1,1,1,0,0,20260625,20261212
15943_20251214,1,1,1,1,1,1,1,20251214,20261212
15944_20251214,1,1,1,1,1,1,1,20251214,20261212
15945_20260625,1,1,1,1,1,0,0,20260625,20261212
15946_20260625,1,1,1,1,1,0,0,20260625,20261212
15947_20251214,1,1,1,1,1,1,1,20251214,20261212
15948_20251214,1,1,1,1,1,1,1,20251214,20261212
15949_20260625,1,1,1,1,1,0,0,20260625,20261212
15950_20260625,1,1,1,1,1,0,0,20260625,20261212
15951_20251214,1,1,1,1,1,1,1,20251214,20261212
15952_20251225,1,1,1,1,1,1,1,20251225,20261212
15953_20260625,1,1,1,1,1,0,0,20260625,20261212
15954_20251225,1,1,1,1,1,1,1,20251225,20261212
15955_20251214,1,1,1,1,1,1,1,20251214,20261212
15956_20251225,1,1,1,1,1,1,1,20251225,20261212
15957_20251225,1,1,1,1,1,1,1,20251225,20261212
15958_20260101,1,1,1,1,1,1,1,20260101,20261212
15959_20251225,1,1,1,1,1,1,1,20251225,20261212
15961_20260101,1,1,1,1,1,1,1,20260101,20261212
16000_20251214,0,0,0,0,0,0,1,20251214,20261212
16001_20251214,1,1,1,1,1,1,1,20251214,20261212
16002_20251214,1,1,1,1,1,1,1,20251214,20261212
16003_20251214,1,1,1,1,1,0,0,20251214,20261212
16004_20251214,1,1,1,1,1,1,1,20251214,20261212
16005_20251214,1,1,1,1,1,1,1,20251214,20261212
16006_20251214,1,1,1,1,1,0,0,20251214,20261212
16007_20251214,1,1,1,1,1,0,0,20251214,20261212
16008_20251214,1,1,1,1,1,1,1,20251214,20261212
16009_20251214,1,1,1,1,1,1,1,20251214,20261212
16010_20251214,1,1,1,1,1,0,0,20251214,20261212
16011_20251214,1,1,1,1,1,0,0,20251214,20261212
16012_20251214,1,1,1,1,1,1,1,20251214,20261212
16013_20251214,1,1,1,1,1,1,1,20251214,20261212
16014_20251214,1,1,1,1,1,0,0,20251214,20261212
16015_20251214,1,1,1,1,1,1,1,20251214,20261212
16016_20251214,1,1,1,1,1,1,1,20251214,20261212
16017_20251214,1,1,1,1,1,1,1,20251214,20261212
16018_20251214,1,1,1,1,1,1,1,20251214,20261212
16019_20251214,1,1,1,1,1,1,1,20251214,20261212
16020_20251214,1,1,1,1,1,1,1,20251214,20261212
16021_20251214,1,1,1,1,1,1,1,20251214,20261212
16022_20251214,1,1,1,1,1,1,1,20251214,20261212
16023_20251214,1,1,1,1,1,1,1,20251214,20261212
16024_20251214,1,1,1,1,1,1,1,20251214,20261212
16025_20251214,1,1,1,1,1,1,1,20251214,20261212
16026_20251214,1,1,1,1,1,1,1,20251214,20261212
16027_20251214,1,1,1,1,1,1,1,20251214,20261212
16028_20251214,1,1,1,1,1,1,1,20251214,20261212
16029_20251214,1,1,1,1,1,0,0,20251214,20261212
16030_20251214,1,1,1,1,1,1,1,20251214,20261212
16031_20251214,1,1,1,1,1,1,1,20251214,20261212
16032_20251214,1,1,1,1,1,0,0,20251214,20261212
16033_20251214,1,1,1,1,1,0,0,20251214,20261212
16034_20251214,1,1,1,1,1,1,1,20251214,20261212
16035_20251214,1,1,1,1,1,1,1,20251214,20261212
16036_20251214,1,1,1,1,1,0,0,20251214,20261212
16037_20251214,1,1,1,1,1,0,0,20251214,20261212
16038_20251214,1,1,1,1,1,1,1,20251214,20261212
16039_20251214,1,1,1,1,1,1,1,20251214,20261212
16040_20251214,1,1,1,1,1,0,0,20251214,20261212
16041_20251214,1,1,1,1,1,0,0,20251214,20261212
16042_20251214,1,1,1,1,1,1,1,20251214,20261212
16043_20251214,1,1,1,1,1,1,1,20251214,20261212
16044_20251214,1,1,1,1,1,1,1,20251214,20261212
16045_20251214,1,1,1,1,1,1,1,20251214,20261212
16046_20251214,1,1,1,1,1,1,1,20251214,20261212
16047_20260228,1,1,1,1,1,1,1,20260228,20261212
16048_20260228,1,1,1,1,1,1,1,20260228,20261212
16049_20260411,1,1,1,1,1,1,1,20260411,20261212
16050_20251214,1,1,1,1,1,0,0,20251214,20261212
16400_20251214,1,1,1,1,1,0,0,20251214,20261212
16402_20251214,1,1,1,1,1,0,0,20251214,20261212
16404_20251214,1,1,1,1,1,0,0,20251214,20261212
16406_20251214,1,1,1,1,1,0,0,20251214,20261212
16408_20251214,1,1,1,1,1,0,0,20251214,20261212
16410_20251214,1,1,1,1,1,0,0,20251214,20261212
16412_20251214,1,1,1,1,1,0,0,20251214,20261212
16414_20251214,1,1,1,1,1,0,0,20251214,20261212
16416_20251214,1,1,1,1,1,0,0,20251214,20261212
16418_20251214,1,1,1,1,1,0,0,20251214,20261212
16420_20251214,1,1,1,1,1,0,0,20251214,20261212
16422_20251214,1,1,1,1,1,0,0,20251214,20261212
16424_20251214,1,1,1,1,1,0,0,20251214,20261212
16426_20251214,1,1,1,1,1,0,0,20251214,20261212
16428_20251214,1,1,1,1,1,0,0,20251214,20261212
16430_20251214,1,1,1,1,1,0,0,20251214,20261212
16432_20251214,1,1,1,1,1,0,0,20251214,20261212
16434_20251214,1,1,1,1,1,0,0,20251214,20261212
16436_20251214,1,1,1,1,1,0,0,20251214,20261212
16438_20251214,1,1,1,1,1,0,0,20251214,20261212
16440_20251214,1,1,1,1,1,0,0,20251214,20261212
16442_20251214,1,1,1,1,1,0,0,20251214,20261212
16444_20251214,1,1,1,1,1,0,0,20251214,20261212
16446_20251214,1,1,1,1,1,0,0,20251214,20261212
16448_20251214,1,1,1,1,1,0,0,20251214,20261212
16450_20251214,1,1,1,1,1,0,0,20251214,20261212
16452_20251214,1,1,1,1,1,0,0,20251214,20261212
16454_20251225,1,1,1,1,1,0,0,20251225,20261212
16456_20251214,1,1,1,1,1,0,0,20251214,20261212
16458_20251214,1,1,1,1,1,0,0,20251214,20261212
16460_20251225,1,1,1,1,1,0,0,20251225,20261212
16462_20251214,1,1,1,1,1,0,0,20251214,20261212
16464_20260228,1,1,1,1,1,0,0,20260228,20261212
16466_20260822,1,1,1,1,1,0,0,20260822,20261212
16468_20260714,0,1,1,1,1,1,0,20260714,20260822
16468_20260823,0,1,1,1,1,1,0,20260823,20261212
16500_20260131,1,1,1,1,1,0,0,20260131,20261212
16502_20251214,1,1,1,1,1,0,0,20251214,20261212
16504_20251214,1,1,1,1,1,0,0,20251214,20261212
16506_20251214,1,1,1,1,1,0,0,20251214,20261212
16508_20251214,1,1,1,1,1,0,0,20251214,20261212
16510_20251214,1,1,1,1,1,0,0,20251214,20261212
16512_20251214,1,1,1,1,1,0,0,20251214,20261212
16514_20251214,1,1,1,1,1,0,0,20251214,20261212
16516_20251214,1,1,1,1,1,0,0,20251214,20261212
16518_20251214,1,1,1,1,1,0,0,20251214,20261212
16520_20251214,1,1,1,1,1,0,0,20251214,20261212
16522_20251214,1,1,1,1,1,0,0,20251214,20261212
16524_20251214,1,1,1,1,1,0,0,20251214,20261212
16526_20251214,1,1,1,1,1,0,0,20251214,20261212
16528_20251214,1,1,1,1,1,0,0,20251214,20261212
16530_20251214,1,1,1,1,1,0,0,20251214,20261212
16532_20251214,1,1,1,1,1,0,0,20251214,20261212
16534_20251214,1,1,1,1,1,0,0,20251214,20261212
16536_20251214,1,1,1,1,1,0,0,20251214,20261212
16538_20251214,1,1,1,1,1,0,0,20251214,20261212
16540_20251214,1,1,1,1,1,0,0,20251214,20261212
16542_20251214,1,1,1,1,1,0,0,20251214,20261212
16544_20251214,1,1,1,1,1,0,0,20251214,20261212
16546_20251214,1,1,1,1,1,0,0,20251214,20261212
16548_20251214,1,1,1,1,1,0,0,20251214,20261212
16550_20251214,1,1,1,1,1,0,0,20251214,20261212
16552_20251214,1,1,1,1,1,0,0,20251214,20261212
16554_20251225,1,1,1,1,1,0,0,20251225,20261212
16556_20251214,1,1,1,1,1,0,0,20251214,20261212
16558_20251225,1,1,1,1,1,0,0,20251225,20261212
16560_20251214,1,1,1,1,1,0,0,20251214,20261212
16562_20251214,1,1,1,1,1,0,0,20251214,20261212
16564_20251225,1,1,1,1,1,0,0,20251225,20261212
16566_20260228,1,1,1,1,1,0,0,20260228,20261212
16568_20260705,0,1,1,1,1,1,0,20260705,20261212
16800_20260712,1,1,1,1,1,1,1,20260712,20261212
16801_20251214,1,1,1,1,1,1,0,20251214,20261212
16802_20251214,1,1,1,1,1,1,0,20251214,20261212
16803_20251214,1,1,1,1,1,0,0,20251214,20261212
16804_20260102,1,1,1,1,1,1,1,20260102,20261212
16805_20251214,1,1,1,1,1,1,0,20251214,20261212
16806_20251214,1,1,1,1,1,0,0,20251214,20261212
16807_20251214,1,1,1,1,1,0,0,20251214,20261212
16808_20251214,1,1,1,1,1,1,1,20251214,20261212
16809_20251214,1,1,1,1,1,1,1,20251214,20261212
16810_20251214,1,1,1,1,1,1,1,20251214,20261212
16811_20251214,1,1,1,1,1,1,1,20251214,20261212
16812_20251214,1,1,1,1,1,1,1,20251214,20261212
16813_20251214,1,1,1,1,1,1,1,20251214,20261212
16814_20251214,1,1,1,1,1,1,1,20251214,20261212
16815_20251214,1,1,1,1,1,1,1,20251214,20261212
16816_20251214,1,1,1,1,1,1,1,20251214,20261212
16817_20251214,1,1,1,1,1,1,1,20251214,20261212
16818_20251214,1,1,1,1,1,1,1,20251214,20261212
16819_20251214,1,1,1,1,1,1,1,20251214,20261212
16820_20251214,1,1,1,1,1,0,0,20251214,20261212
16821_20251214,1,1,1,1,1,1,1,20251214,20261212
16822_20251214,1,1,1,1,1,1,1,20251214,20261212
16823_20251214,1,1,1,1,1,1,1,20251214,20261212
16824_20251214,1,1,1,1,1,0,1,20251214,20261212
16825_20251214,1,1,1,1,1,1,1,20251214,20261212
16826_20251214,1,1,1,1,1,0,0,20251214,20261212
16827_20251214,1,1,1,1,1,1,1,20251214,20261212
16828_20251214,1,1,1,1,1,1,1,20251214,20261212
16829_20251214,1,1,1,1,1,1,1,20251214,20261212
16830_20260101,1,1,1,1,1,1,1,20260101,20260724
16830_20260726,1,1,1,1,1,1,1,20260726,20261212
16831_20260614,1,1,1,1,1,1,1,20260614,20261212
16833_20260101,1,1,1,1,1,1,1,20260101,20261212
17100_20251214,1,1,1,1,1,0,0,20251214,20261212
17101_20251214,1,1,1,1,1,1,1,20251214,20261212
17102_20251214,1,1,1,1,1,1,1,20251214,20261212
17103_20251214,1,1,1,1,1,1,1,20251214,20261212
17105_20251214,1,1,1,1,1,1,1,20251214,20261212
17200_20251214,1,1,1,1,1,1,1,20251214,20261212
17201_20251214,1,1,1,1,1,0,0,20251214,20261212
17202_20251214,1,1,1,1,1,0,0,20251214,20261212
17203_20251214,1,1,1,1,1,1,1,20251214,20261212
17204_20251214,1,1,1,1,1,1,1,20251214,20261212
17205_20251214,1,1,1,1,1,0,0,20251214,20261212
17206_20251214,1,1,1,1,1,0,0,20251214,20261212
17207_20251214,1,1,1,1,1,1,1,20251214,20261212
17208_20251214,1,1,1,1,1,1,1,20251214,20261212
17209_20251214,1,1,1,1,1,0,0,20251214,20261212
17210_20251214,1,1,1,1,1,0,0,20251214,20261212
17211_20251214,1,1,1,1,1,1,1,20251214,20261212
17212_20251214,1,1,1,1,1,1,1,20251214,20261212
17213_20251214,1,1,1,1,1,0,0,20251214,20261212
17214_20251214,1,1,1,1,1,0,0,20251214,20261212
17215_20251214,1,1,1,1,1,1,1,20251214,20261212
17216_20251214,1,1,1,1,1,1,1,20251214,20261212
17217_20251214,1,1,1,1,1,0,0,20251214,20261212
17218_20251214,1,1,1,1,1,0,0,20251214,20261212
17219_20251214,1,1,1,1,1,1,1,20251214,20261212
17220_20251214,1,1,1,1,1,1,1,20251214,20261212
17221_20251214,1,1,1,1,1,0,0,20251214,20261212
17222_20251214,1,1,1,1,1,0,0,20251214,20261212
17223_20251214,1,1,1,1,1,1,1,20251214,20261212
17224_20251214,1,1,1,1,1,1,1,20251214,20261212
17225_20251214,1,1,1,1,1,0,0,20251214,20261212
17226_20251214,1,1,1,1,1,0,0,20251214,20261212
17227_20251214,1,1,1,1,1,1,1,20251214,20261212
17228_20251214,1,1,1,1,1,1,1,20251214,20261212
17229_20251214,1,1,1,1,1,0,0,20251214,20261212
17230_20251214,1,1,1,1,1,0,0,20251214,20261212
17231_20251214,1,1,1,1,1,1,1,20251214,20261212
17232_20251214,1,1,1,1,1,1,1,20251214,20261212
17233_20251214,1,1,1,1,1,0,0,20251214,20261212
17234_20251214,1,1,1,1,1,0,0,20251214,20261212
17235_20251214,1,1,1,1,1,1,1,20251214,20261212
17236_20251214,1,1,1,1,1,1,1,20251214,20261212
17237_20251214,1,1,1,1,1,0,0,20251214,20261212
17238_20251214,1,1,1,1,1,0,0,20251214,20261212
17239_20251214,1,1,1,1,1,1,1,20251214,20261212
17240_20251214,1,1,1,1,1,1,1,20251214,20261212
17241_20251214,1,1,1,1,1,0,0,20251214,20261212
17242_20251214,1,1,1,1,1,0,0,20251214,20261212
17243_20251214,1,1,1,1,1,1,1,20251214,20261212
17244_20251214,1,1,1,1,1,1,1,20251214,20261212
17245_20251214,1,1,1,1,1,0,0,20251214,20261212
17246_20251214,1,1,1,1,1,0,0,20251214,20261212
17247_20251214,1,1,1,1,1,1,1,20251214,20261212
17248_20251214,1,1,1,1,1,1,1,20251214,20261212
17249_20251214,1,1,1,1,1,0,0,20251214,20261212
17250_20251214,1,1,1,1,1,0,0,20251214,20261212
17251_20251214,1,1,1,1,1,1,1,20251214,20261212
17252_20251214,1,1,1,1,1,1,1,20251214,20261212
17253_20251214,1,1,1,1,1,0,0,20251214,20261212
17254_20251214,1,1,1,1,1,0,0,20251214,20261212
17255_20251214,1,1,1,1,1,1,1,20251214,20261212
17256_20251214,1,1,1,1,1,1,1,20251214,20261212
17257_20251214,1,1,1,1,1,0,0,20251214,20261212
17258_20251214,1,1,1,1,1,0,0,20251214,20261212
17259_20251214,1,1,1,1,1,1,1,20251214,20261212
17260_20251214,1,1,1,1,1,1,1,20251214,20261212
17261_20251214,1,1,1,1,1,0,0,20251214,20261212
17262_20251214,1,1,1,1,1,0,0,20251214,20261212
17263_20251214,1,1,1,1,1,1,1,20251214,20261212
17264_20251214,1,1,1,1,1,1,1,20251214,20261212
17265_20251214,1,1,1,1,1,0,0,20251214,20261212
17266_20251214,1,1,1,1,1,1,1,20251214,20261212
17268_20251214,1,1,1,1,1,0,0,20251214,20261212
18000_20260516,1,1,1,1,1,0,0,20260516,20261212
18002_20251214,1,1,1,1,1,0,0,20251214,20261212
18004_20260516,1,1,1,1,1,0,0,20260516,20261212
18006_20251214,1,1,1,1,1,0,0,20251214,20261212
18008_20251214,1,1,1,1,1,0,0,20251214,20261212
18010_20251214,1,1,1,1,1,0,0,20251214,20261212
18012_20251214,1,1,1,1,1,0,0,20251214,20261212
